날짜,담당,업체,TF_GROUP,상세구분,결과,내용
0918,고봉재,동부엘에스디/동부유통(부산대저),업무일지,40 업무일지기타,제외:상세전부기타(40),2026-09-18 09:43:07직출출고 내역 요청- 지인 거래처 N48 소량 임대 문의 대응
0918,고봉재,고성산업사,신규계약,09 신규계약거래처,신규영업 신규,1. 신규 계약2. 내용- 보증보험 미완료 건 확인 요청- 금일 출장 복귀 확인 및 월요일 보증 보험 가입 진행 재당부
0918,최승현,업무일지,기타,40 업무일지기타,제외:휴가,휴가(연차휴가)
0918,차수범,디엔오토모티브 제2공장 (디티알오토모티브 2공장),공파렛트확인,08 공파렛트확인실수요처,수불관리,"1. 공파렛트 확인2. -3. 내용- 울산, 자동차부품 제조업체(배터리관련 공장)- 회수가능한 N11형 공파렛트 35매 확인 > 익주 내 802"
0918,차수범,천운패키지(울주온양),재고실사,17 재고실사거래처,재고실사,"1. 회수협의2. 남현재 주임3. 내용- 울산, 포장재 제조- 원부자재 입고분 유형구분x 재입고 진행업체- 주 사용 유형 N11형으로 미사용분 "
0918,차수범,케파 주식회사,공파렛트확인,08 공파렛트확인실수요처,수불관리,"1. 공파렛트 확인2. -3. 내용- 업체 앞 회수가능한 W11형 공파렛트 15매, P13형 공파렛트 10매 확인 > 금일 중 8021 윤진훈 "
0918,차수범,유한물산(유한미네랄솔트),투입(배차문제),36 투입(배차문제)Claim,클레임/문제해결,"1. 배차클레임2. 송주애 대리3. 내용- 울산, 정제염 제조, 26년 02월 재전환업체- 전일 오후 익일 오전 납품배차 잦은 요청으로 납품 지"
0918,차수범,비앤피로지스틱스(바커케미칼),산업자재유통,24 산업자재유통SCM/산업자재유통,신규영업 산업자재유통,"1. 자사파렛트 발주2. 류우람 책임3. 내용- 1100*1100*150, 19kg 자사파렛트 발주업체- 10/1 착 50매 발주요청(무인쇄 조"
0918,차수범,"신일피엔에스(울주)-1,2공장",수불관리,18 수불관리거래처,수불관리,"1. 회수협의2. - 3. 내용- 웅촌소재 산업용 포장재 제조업체- 유형 구분 x 전유형 익월재입고 처리업체이나, 사용계획없는 원부자재 입고분에"
0918,안훈준,대천공원 현장,입고미회수,02 입고미회수실수요처,입고미회수,"1. 입고미회수 방문2. 내용- 현재 원료 적재중 확인- 다시 한 번 폐기처리 금지 내용 공유- 명함 전달드렸으며, 빠르게 원료 소모 후 회수 "
0918,안훈준,미송식품(미송종합물류),미수금/보증,47 미수금/보증거래처,미수금,1. 미수금 업체 방문2. 내용-7월 및 8월 파렛트 미수금 내역 공유-9월 3주차까지 미수금 결제 협의
0918,안훈준,에코델타시티중흥S클래스에듀리버,업무일지,40 업무일지기타,제외:상세전부기타(40),"2026-09-18 08:51:29[직출]대형현장 방문1. 9/18 방문, 노태균 공무과장 미팅2. 내용- 총 중흥토건 건설현장이 3곳이 존재하"
0918,안훈준,주식회사 동호메디텍,미수금/보증,47 미수금/보증거래처,미수금,1. 미수금 업체 방문2. 내용 -7월 8월 파렛트 미수금 내역 공유-9월 3주차 전에 결제 협의 완료
0918,안훈준,(주)화승네트웍스-MRO,기타,40 업무일지기타,신규영업 산업자재유통,일자 : 2026-09-18업체코드 : 241275업체명 : (주)화승네트웍스-MRO제목 : [산업자재유통](주)화승네트웍스-MRO 견적요청계약
